user_idx,item_idx,label
778,348,1.0
953,1150,1.0
847,177,0.5
510,621,1.0
975,918,1.0
155,739,1.0
193,568,1.0
341,486,1.0
390,1068,1.0
574,2620,1.0
433,1814,1.0
202,1027,1.0
749,1282,0.5
569,1824,1.0
97,505,0.5
527,683,0.5
576,487,0.5
205,1665,1.0
320,28,1.0
333,384,0.5
135,34,1.0
373,661,0.5
732,585,1.0
317,647,0.5
440,1518,0.5
159,1172,1.0
505,48,1.0
585,49,1.0
726,70,0.5
568,2769,1.0
282,1781,0.5
581,1636,0.5
809,2074,0.5
579,1649,1.0
680,1726,1.0
863,1534,1.0
423,728,1.0
847,1303,1.0
475,1494,1.0
457,1112,1.0
71,2157,1.0
916,863,1.0
727,708,1.0
830,59,1.0
782,302,1.0
63,253,1.0
530,1893,0.5
486,1680,0.5
66,610,1.0
372,1135,1.0
14,1078,1.0
975,1354,1.0
647,1748,1.0
749,766,0.5
322,1362,1.0
601,470,0.5
263,907,0.5
771,1670,1.0
469,2616,1.0
534,1446,1.0
203,2131,0.5
916,1566,1.0
442,293,1.0
85,1372,1.0
156,2673,1.0
43,62,1.0
853,282,1.0
154,1568,0.5
795,2713,1.0
910,1296,1.0
920,925,1.0
89,2089,0.5
732,2727,0.5
554,948,1.0
120,1913,0.5
881,959,1.0
669,986,0.5
591,2751,0.5
864,225,0.5
228,1571,1.0
151,1062,1.0
518,1843,1.0
38,768,1.0
41,953,1.0
586,1574,1.0
637,685,0.5
440,589,1.0
639,969,0.5
294,1215,1.0
401,311,0.5
971,921,0.5
462,2722,1.0
517,1207,1.0
309,2792,1.0
480,2657,1.0
283,1579,1.0
170,775,0.5
146,2525,0.5
824,2781,1.0
368,376,1.0
199,1420,0.5
359,961,0.5
811,1613,0.5
446,2810,0.5
851,2083,0.5
410,110,0.5
763,968,0.5
179,263,1.0
769,1325,0.5
649,1045,1.0
712,2731,1.0
831,1065,0.5
329,808,1.0
424,1346,1.0
309,1795,0.5
461,508,0.5
169,2715,1.0
129,87,1.0
112,387,1.0
806,1125,1.0
234,420,0.5
381,2674,0.5
495,1127,0.5
798,1503,1.0
674,345,1.0
513,1939,1.0
594,2048,0.5
311,1324,1.0
575,1213,1.0
476,1209,0.5
648,2181,1.0
887,1823,1.0
33,2073,0.5
661,2587,0.5
254,536,1.0
952,493,1.0
977,870,1.0
425,1917,1.0
790,2739,1.0
717,1230,0.5
755,1707,0.5
233,1266,0.5
318,2282,1.0
897,2160,1.0
74,1234,1.0
273,31,1.0
251,2206,1.0
862,1560,1.0
137,2570,0.5
348,2088,1.0
642,2758,0.5
990,972,1.0
865,2012,0.5
452,2166,1.0
328,2009,0.5
816,298,1.0
516,147,0.5
108,718,1.0
869,38,1.0
213,2546,0.5
110,2157,1.0
797,2125,1.0
895,2629,1.0
748,1163,1.0
244,1430,1.0
780,2486,0.5
66,1502,0.5
763,2658,0.5
694,1084,1.0
678,2196,1.0
523,1245,1.0
465,2016,0.5
340,994,1.0
438,2794,0.5
885,1931,1.0
980,2784,1.0
185,2576,0.5
17,197,0.5
157,792,0.5
988,1009,0.5
474,73,1.0
968,1884,1.0
369,2791,0.5
646,668,1.0
493,1725,1.0
109,2720,0.5
168,1984,1.0
681,2255,1.0
679,1356,0.5
535,1669,0.5
1004,226,1.0
809,177,1.0
526,1002,1.0
455,547,1.0
632,884,1.0
105,1209,0.5
635,2151,1.0
742,1464,1.0
22,972,1.0
512,752,1.0
475,1059,1.0
669,2718,1.0
947,2130,0.5
788,2783,1.0
244,2637,1.0
523,2766,1.0
906,2570,1.0
755,2455,1.0
292,1144,1.0
784,664,0.5
555,834,1.0
382,2671,1.0
127,2407,0.5
195,29,1.0
615,1661,1.0
479,2509,0.5
813,1319,1.0
906,889,0.5
594,2400,1.0
989,1031,1.0
646,245,0.5
632,1139,0.5
465,2498,0.5
504,2131,1.0
85,635,1.0
705,1956,1.0
523,2184,0.5
127,247,0.5
409,1098,1.0
949,2719,0.5
189,325,1.0
195,209,1.0
788,693,1.0
970,389,0.5
796,357,0.5
898,831,0.5
257,2330,1.0
44,1063,1.0
257,368,1.0
204,1166,1.0
446,320,1.0
767,2530,1.0
674,855,1.0
156,2289,1.0
882,291,0.5
18,597,0.5
852,648,1.0
250,2331,0.5
719,1895,1.0
657,1519,1.0
763,2537,1.0
455,186,1.0
316,991,1.0
120,2540,1.0
558,308,0.5
326,2054,1.0
345,2179,1.0
404,2282,0.5
429,1880,1.0
15,1769,1.0
950,2541,1.0
888,395,1.0
169,464,1.0
335,1631,1.0
634,1978,1.0
479,2362,0.5
509,513,0.5
580,1487,1.0
795,822,0.5
337,1729,1.0
234,2777,1.0
321,2039,0.5
245,1374,0.5
607,2091,1.0
748,1691,1.0
466,1045,0.5
521,1749,1.0
143,44,0.5
569,680,1.0
781,2719,0.5
117,1593,1.0
364,2266,1.0
816,2687,0.5
251,1456,1.0
620,677,1.0
391,1365,0.5
69,1421,0.5
649,2651,1.0
256,704,0.5
90,1605,0.5
667,2557,1.0
17,2657,0.5
698,2139,0.5
563,99,1.0
482,167,1.0
443,594,1.0
957,2315,1.0
229,1706,1.0
637,1222,0.5
536,1859,1.0
973,160,0.5
627,1664,1.0
493,2262,1.0
190,2043,1.0
903,1786,0.5
151,1603,1.0
387,1212,1.0
602,1235,0.5
720,1713,0.5
743,1308,1.0
465,207,0.5
292,2283,0.5
306,507,1.0
452,935,0.5
172,696,1.0
51,1648,1.0
889,2342,0.5
427,2149,1.0
130,2489,1.0
981,1994,1.0
594,1948,1.0
513,2547,0.5
995,329,1.0
674,1774,1.0
408,2239,0.5
998,2709,0.5
995,65,0.5
276,341,1.0
269,711,1.0
553,1503,0.5
497,1365,1.0
211,2343,1.0
109,1341,1.0
186,1143,0.5
265,2189,1.0
308,272,0.5
785,726,1.0
776,480,1.0
582,1893,1.0
34,300,1.0
714,2548,1.0
778,1394,1.0
153,692,0.5
119,972,1.0
56,1146,1.0
778,873,0.5
957,1158,1.0
242,1010,1.0
265,366,1.0
608,1500,1.0
183,1560,0.5
950,1634,0.5
511,1133,1.0
634,86,0.5
573,2655,1.0
840,2528,0.5
740,713,1.0
613,2711,1.0
336,6,0.5
964,2419,1.0
593,2341,0.5
553,242,1.0
176,1990,0.5
148,1507,0.5
294,1291,0.5
907,340,1.0
560,925,0.5
723,2648,1.0
835,724,0.5
726,1250,1.0
62,909,0.5
627,892,1.0
524,1644,1.0
141,1849,1.0
369,365,1.0
818,2377,1.0
213,1124,1.0
726,1269,0.5
478,1549,0.5
823,1395,0.5
889,2598,1.0
779,2372,1.0
610,917,1.0
937,1907,1.0
1005,189,1.0
434,852,1.0
616,161,1.0
125,1359,0.5
65,2214,1.0
451,2259,0.5
18,2119,1.0
706,2073,0.5
654,2499,1.0
855,238,1.0
735,277,0.5
295,1916,1.0
473,510,1.0
202,1361,1.0
644,713,0.5
349,455,1.0
336,1688,0.5
917,533,1.0
151,80,1.0
495,1313,0.5
551,204,0.5
960,658,1.0
952,2632,1.0
553,1454,1.0
18,2722,1.0
260,708,0.5
149,1972,1.0
504,2403,0.5
705,114,1.0
858,2564,1.0
215,738,1.0
897,146,1.0
985,128,0.5
811,878,1.0
487,1318,0.5
920,747,0.5
853,261,1.0
232,1793,0.5
420,1996,0.5
327,2077,0.5
506,903,0.5
319,533,1.0
956,789,1.0
844,2686,1.0
16,1705,0.5
393,513,0.5
244,1572,1.0
313,1116,1.0
899,2452,1.0
102,308,1.0
535,1318,0.5
960,1675,1.0
492,342,1.0
718,2448,1.0
939,1953,1.0
918,230,1.0
61,1529,1.0
253,514,1.0
233,2424,1.0
428,1949,1.0
21,2743,1.0
24,2154,0.5
870,2219,0.5
698,2684,0.5
741,1169,1.0
746,502,0.5
371,1663,0.5
379,952,0.5
300,1112,1.0
595,1482,1.0
191,1301,1.0
542,1278,1.0
857,1772,0.5
227,1984,1.0
66,471,1.0
205,2457,0.5
723,572,1.0
655,2062,1.0
1003,74,1.0
776,2136,1.0
232,1661,1.0
538,1958,0.5
321,1549,0.5
492,1533,1.0
376,1175,1.0
549,2543,0.5
816,1668,1.0
775,1689,1.0
786,1833,1.0
330,1831,1.0
713,2762,0.5
386,806,1.0
796,79,1.0
859,645,1.0
594,2634,1.0
680,2285,0.5
468,118,0.5
436,1820,0.5
302,2561,1.0
575,2582,1.0
947,704,1.0
465,2208,1.0
421,1322,1.0
8,1370,0.5
361,146,0.5
658,1117,1.0
966,1506,0.5
326,1317,0.5
620,1267,1.0
326,1676,1.0
366,1399,1.0
323,270,0.5
465,2095,1.0
135,941,1.0
314,1911,0.5
783,679,1.0
873,1032,0.5
505,698,0.5
396,1602,0.5
423,586,0.5
228,442,0.5
573,1530,1.0
753,2143,1.0
787,512,0.5
961,1763,0.5
346,2515,1.0
119,143,0.5
186,1401,0.5
261,2263,0.5
151,2268,1.0
95,2219,1.0
119,1463,0.5
996,1012,1.0
469,902,1.0
17,1441,1.0
121,2127,1.0
825,947,1.0
51,1598,1.0
142,2433,1.0
498,1669,0.5
493,2281,0.5
899,666,1.0
561,1689,1.0
857,364,1.0
455,1664,1.0
971,1517,0.5
306,95,1.0
933,1659,1.0
188,745,1.0
169,2245,1.0
975,1604,1.0
162,1138,0.5
815,2370,0.5
894,1594,1.0
636,820,0.5
162,2200,0.5
973,66,1.0
820,2443,0.5
852,1419,1.0
381,381,0.5
412,2590,1.0
288,1217,0.5
781,1782,1.0
985,620,0.5
749,320,1.0
719,375,1.0
398,1474,1.0
854,823,1.0
296,2130,1.0
991,1640,1.0
612,1414,1.0
57,2471,0.5
642,2360,1.0
597,150,1.0
228,33,1.0
283,1653,0.5
88,999,1.0
76,2422,1.0
565,1354,1.0
237,2117,1.0
299,751,0.5
368,79,1.0
810,2032,1.0
559,778,1.0
301,45,0.5
744,583,1.0
965,1459,0.5
367,2412,0.5
305,2390,1.0
466,267,1.0
952,1548,0.5
785,645,0.5
80,1238,0.5
332,176,1.0
556,879,0.5
953,268,0.5
988,1634,1.0
7,1247,1.0
367,1150,0.5
983,1979,1.0
504,26,0.5
807,2537,1.0
679,1471,1.0
729,76,0.5
559,578,0.5
490,1078,1.0
638,821,1.0
69,847,0.5
788,1352,1.0
391,685,0.5
718,979,1.0
750,573,1.0
419,2304,0.5
601,1713,0.5
194,2644,1.0
700,1368,1.0
226,697,1.0
461,156,1.0
243,1067,1.0
80,2609,0.5
304,627,0.5
763,1248,0.5
976,1208,0.5
98,2330,0.5
868,96,1.0
598,1591,0.5
66,102,0.5
622,2392,1.0
778,2644,1.0
190,561,1.0
813,1299,0.5
637,1070,1.0
618,2223,0.5
403,1417,1.0
570,974,0.5
988,2697,0.5
596,1301,1.0
336,1857,0.5
34,2321,1.0
367,1030,0.5
592,812,0.5
122,198,0.5
96,1097,0.5
49,2141,1.0
778,1275,1.0
876,1614,1.0
50,1503,0.5
769,737,0.5
290,589,0.5
526,2337,1.0
242,1641,1.0
619,2377,0.5
294,1097,1.0
952,1815,1.0
406,847,1.0
213,235,1.0
234,2391,0.5
6,920,1.0
82,83,1.0
552,2312,1.0
610,1425,0.5
830,64,1.0
75,2268,0.5
694,1582,1.0
495,2585,1.0
381,2330,1.0
0,1230,0.5
149,2776,1.0
732,1305,0.5
523,506,0.5
295,498,1.0
820,61,0.5
31,2723,1.0
376,1606,0.5
641,1750,1.0
791,1034,0.5
94,2684,1.0
598,1022,1.0
311,1397,1.0
188,2016,1.0
773,88,1.0
860,224,0.5
350,192,1.0
448,1242,1.0
517,1713,1.0
715,1537,1.0
282,221,0.5
994,2431,1.0
163,1740,0.5
214,2163,1.0
36,2764,0.5
951,1782,0.5
102,1039,0.5
981,1922,1.0
951,13,1.0
168,936,0.5
71,792,0.5
33,1730,1.0
496,1837,1.0
452,602,1.0
154,2159,0.5
745,760,0.5
972,1807,1.0
465,2685,1.0
134,1446,1.0
940,232,1.0
296,2522,1.0
41,2263,0.5
489,1925,1.0
184,2389,1.0
222,284,1.0
138,1654,0.5
696,1335,1.0
550,1157,1.0
783,545,1.0
414,1282,1.0
75,1832,0.5
739,2511,1.0
30,29,1.0
338,1809,1.0
943,689,0.5
231,1264,0.5
684,2335,1.0
736,157,1.0
288,2390,0.5
464,302,0.5
665,1440,1.0
903,1089,1.0
406,347,1.0
917,1591,0.5
733,2135,0.5
465,116,1.0
929,1927,0.5
769,323,1.0
406,149,0.5
123,275,1.0
232,702,0.5
341,2239,1.0
386,1936,1.0
789,869,1.0
123,2615,0.5
969,770,1.0
971,1510,0.5
270,919,0.5
742,2483,1.0
936,812,1.0
181,1083,1.0
308,1770,1.0
305,1957,0.5
521,2435,1.0
969,1329,0.5
258,1092,0.5
280,1509,1.0
965,205,1.0
854,2683,1.0
625,1952,0.5
107,528,0.5
951,139,1.0
759,1094,0.5
491,862,1.0
747,2053,1.0
988,709,1.0
279,1001,1.0
786,2392,1.0
149,1537,1.0
625,100,1.0
69,2160,1.0
375,86,0.5
386,2399,0.5
364,756,1.0
367,1891,0.5
495,1798,1.0
541,563,1.0
169,1384,0.5
662,222,1.0
55,773,1.0
119,617,0.5
332,1686,1.0
387,1607,0.5
554,714,0.5
268,2687,0.5
452,2017,0.5
520,1199,0.5
458,2006,0.5
779,1547,1.0
194,749,0.5
558,2562,1.0
821,1229,1.0
468,1206,1.0
311,287,1.0
353,1110,1.0
895,1364,1.0
426,165,0.5
284,6,0.5
1005,781,1.0
646,2126,1.0
227,1312,0.5
109,594,1.0
751,1851,1.0
791,2192,0.5
633,1613,0.5
489,2090,1.0
814,2638,0.5
231,1608,0.5
177,2494,1.0
158,1511,0.5
390,1303,1.0
752,776,0.5
637,2772,0.5
854,2017,1.0
2,2029,0.5
858,344,0.5
745,1912,0.5
470,2560,0.5
825,1103,1.0
565,2617,1.0
647,346,1.0
62,622,0.5
157,2120,1.0
163,7,1.0
121,2057,1.0
725,1586,1.0
144,162,1.0
141,2468,1.0
932,951,1.0
700,1668,1.0
518,1442,0.5
8,2005,0.5
776,1927,0.5
843,1232,1.0
880,1726,0.5
696,2168,1.0
788,1140,1.0
594,2437,1.0
89,1971,1.0
117,1577,1.0
371,536,0.5
229,1712,1.0
67,2103,1.0
297,773,1.0
500,2256,0.5
735,2597,0.5
20,1444,0.5
273,1531,1.0
350,523,0.5
158,1342,0.5
76,505,1.0
792,1583,0.5
660,2759,1.0
542,1400,1.0
944,2016,1.0
755,2129,1.0
70,2270,0.5
421,1065,1.0
889,2548,1.0
626,202,0.5
153,2350,1.0
926,1482,1.0
942,759,0.5
396,2464,1.0
286,1465,1.0
449,2809,1.0
214,2173,1.0
543,464,1.0
60,1696,0.5
791,1645,0.5
887,1894,1.0
530,1757,0.5
571,639,0.5
10,2705,1.0
500,404,0.5
779,740,1.0
405,1292,1.0
224,895,0.5
857,2155,0.5
850,693,1.0
921,1613,0.5
196,1781,1.0
334,2803,0.5
910,2266,1.0
933,2525,1.0
57,1169,1.0
77,2614,0.5
107,2669,0.5
72,2497,0.5
847,896,1.0
854,2121,1.0
90,1313,0.5
474,2034,1.0
39,1404,1.0
269,2373,0.5
952,1954,1.0
916,1518,0.5
937,643,1.0
542,1538,1.0
273,1933,1.0
173,2682,1.0
536,362,1.0
393,1898,1.0
575,59,1.0
350,2134,1.0
424,1138,0.5
659,1914,1.0
72,1687,0.5
511,1907,1.0
780,1023,1.0
574,1988,0.5
993,1066,1.0
874,120,1.0
211,570,0.5
64,2376,1.0
177,1248,1.0
945,2717,0.5
655,2675,1.0
312,1489,0.5
501,1522,1.0
449,427,1.0
593,583,0.5
415,1965,0.5
410,1661,0.5
139,1825,0.5
274,959,1.0
292,340,1.0
90,2009,1.0
264,2634,1.0
881,1855,1.0
870,1434,0.5
422,2140,1.0
256,2562,0.5
737,611,0.5
245,205,1.0
120,1612,1.0
897,995,1.0
727,1218,1.0
328,2657,1.0
550,492,1.0
37,323,0.5
54,1922,0.5
89,2016,1.0
78,2337,1.0
149,1622,0.5
234,1383,1.0
468,2422,0.5
580,1977,1.0
682,1314,0.5
239,1311,0.5
418,2243,1.0
108,0,1.0
100,248,0.5
824,2075,0.5
909,2249,1.0
782,1159,1.0
606,470,0.5
432,1814,0.5
689,2186,0.5
132,696,1.0
18,54,1.0
951,2470,1.0
294,2237,0.5
225,2275,0.5
128,2123,1.0
657,1868,1.0
68,307,1.0
422,908,0.5
818,260,1.0
358,2741,1.0
127,951,1.0
356,2503,0.5
834,500,0.5
383,2241,0.5
448,1158,0.5
132,1124,0.5
899,667,0.5
917,564,1.0
456,554,1.0
200,494,0.5
460,1504,0.5
695,2494,1.0
620,587,1.0
964,1791,1.0
511,1359,1.0
695,1650,0.5
342,2046,0.5
323,2508,1.0
726,809,0.5
133,879,0.5
157,1644,1.0
240,2613,1.0
887,2782,0.5
163,16,1.0
683,1415,0.5
790,2680,1.0
690,1444,0.5
733,16,0.5
763,1276,1.0
62,1964,1.0
956,673,0.5
470,1782,0.5
178,2456,0.5
810,1982,1.0
310,1321,1.0
5,1392,1.0
347,2642,1.0
961,1978,0.5
192,2474,1.0
859,462,1.0
182,1836,0.5
511,2560,1.0
367,1632,1.0
929,187,1.0
535,1729,1.0
561,457,1.0
266,992,1.0
838,2382,0.5
187,2769,0.5
233,1266,1.0
446,2637,1.0
978,1632,0.5
801,2388,1.0
413,369,0.5
148,886,1.0
555,1227,1.0
370,910,1.0
427,2592,0.5
771,1846,0.5
88,2155,0.5
892,848,0.5
718,8,1.0
60,273,0.5
632,120,1.0
395,1729,0.5
806,892,1.0
253,1227,1.0
32,1966,1.0
152,2359,0.5
934,962,0.5
249,618,0.5
740,2475,0.5
844,1066,0.5
226,1788,1.0
278,2602,1.0
833,130,1.0
673,159,0.5
716,2124,1.0
859,2632,0.5
402,2757,0.5
468,309,1.0
365,1545,0.5
844,582,0.5
247,2531,1.0
833,2571,0.5
733,1196,0.5
878,1342,1.0
442,642,1.0
660,1932,0.5
914,1740,0.5
936,1313,0.5
408,1188,0.5
734,644,1.0
1,2708,1.0
112,2691,0.5
850,2350,1.0
806,1792,1.0
23,103,1.0
115,2189,1.0
594,1483,1.0
900,2231,1.0
909,2085,1.0
440,1565,1.0
708,238,0.5
788,1127,0.5
923,2150,0.5
48,880,1.0
632,1754,1.0
587,1045,0.5
48,311,1.0
680,1332,1.0
65,371,0.5
520,642,1.0
676,9,1.0
519,118,1.0
523,1403,1.0
84,415,0.5
100,2549,0.5
85,777,1.0
153,2786,1.0
337,321,0.5
129,1932,1.0
111,2725,0.5
681,2762,0.5
859,1596,0.5
814,1786,0.5
58,141,1.0
189,1973,1.0
563,977,0.5
459,568,1.0
420,2713,1.0
424,189,1.0
684,22,0.5
942,697,1.0
851,572,0.5
716,848,0.5
479,2080,0.5
806,2235,1.0
1006,2455,1.0
370,748,1.0
206,22,1.0
10,1952,0.5
656,140,1.0
45,159,1.0
582,1589,1.0
698,934,0.5
425,945,1.0
482,336,1.0
942,251,0.5
133,2135,1.0
430,2746,1.0
788,152,1.0
969,1613,0.5
209,838,1.0
543,530,1.0
589,1238,1.0
927,1309,1.0
840,313,0.5
943,385,0.5
467,1393,0.5
988,774,1.0
779,416,1.0
38,1345,1.0
668,508,0.5
498,392,0.5
754,2183,1.0
217,810,0.5
800,1881,1.0
258,2370,1.0
908,2103,1.0
142,2125,0.5
777,528,0.5
326,1838,0.5
295,777,1.0
96,549,1.0
729,352,0.5
743,2505,1.0
785,723,0.5
383,942,1.0
200,2565,1.0
474,974,1.0
797,1968,1.0
326,889,0.5
796,997,1.0
400,1829,0.5
806,1020,1.0
866,1955,1.0
232,1851,0.5
274,214,1.0
507,1918,1.0
554,794,1.0
146,2024,0.5
824,1444,1.0
52,261,1.0
889,1135,1.0
83,1779,1.0
347,937,1.0
221,401,1.0
996,984,0.5
650,2255,0.5
509,1469,1.0
286,523,1.0
111,2149,0.5
158,1274,0.5
918,1205,0.5
806,2051,1.0
181,1760,1.0
51,1175,1.0
985,1588,1.0
58,1199,1.0
767,344,1.0
883,403,1.0
930,1004,0.5
49,876,0.5
856,394,0.5
173,1920,1.0
356,2505,1.0
119,852,1.0
809,15,1.0
196,1727,1.0
384,2274,1.0
716,2807,0.5
467,799,1.0
431,1028,0.5
763,2351,0.5
130,2261,1.0
384,1077,1.0
977,2170,1.0
653,4,0.5
437,2346,0.5
938,669,1.0
644,1816,1.0
954,1978,1.0
789,1169,1.0
936,2624,0.5
861,2330,1.0
613,399,1.0
329,1064,1.0
798,1336,1.0
847,2785,1.0
695,684,0.5
150,699,1.0
186,1581,1.0
470,2735,0.5
935,1691,1.0
889,2620,1.0
714,2026,0.5
914,1933,0.5
710,2142,0.5
813,49,1.0
996,1982,1.0
275,1734,1.0
716,626,1.0
394,236,0.5
355,1488,0.5
0,1807,1.0
663,2724,0.5
22,2426,1.0
475,695,0.5
250,1612,1.0
170,1195,1.0
485,1096,1.0
106,2626,0.5
907,1932,1.0
705,2613,1.0
988,445,0.5
159,1108,1.0
25,1999,1.0
677,2226,0.5
256,2291,1.0
729,1958,1.0
948,2255,1.0
86,76,0.5
268,381,0.5
40,153,1.0
834,1500,0.5
678,333,0.5
181,2167,0.5
506,741,0.5
626,1087,0.5
73,1334,1.0
673,301,0.5
769,228,1.0
814,696,1.0
821,1513,0.5
570,2641,0.5
967,2146,1.0
336,716,0.5
300,2367,1.0
218,714,0.5
1005,432,1.0
63,2629,0.5
945,1392,1.0
442,2437,1.0
580,1701,1.0
110,1452,1.0
993,2224,0.5
475,2349,1.0
830,1190,0.5
863,997,0.5
876,1695,1.0
886,1732,1.0
850,2132,0.5
411,1774,1.0
22,2804,1.0
599,2743,1.0
951,1405,1.0
300,378,0.5
992,300,0.5
496,671,0.5
247,2359,1.0
980,1075,0.5
694,612,1.0
684,2396,1.0
368,133,0.5
928,1987,0.5
266,222,1.0
314,2118,0.5
847,929,0.5
498,460,1.0
601,1223,1.0
380,1303,1.0
291,1167,0.5
613,2316,1.0
3,1721,1.0
917,380,1.0
25,1495,0.5
577,1545,1.0
35,410,1.0
33,1884,0.5
881,1892,1.0
574,204,0.5
841,92,1.0
453,2234,1.0
283,220,1.0
790,830,1.0
464,2015,0.5
40,1313,0.5
11,1675,0.5
208,1757,0.5
192,1374,1.0
933,1345,1.0
915,2300,1.0
383,1652,1.0
690,1029,1.0
989,351,1.0
257,351,1.0
203,2406,1.0
426,1475,1.0
112,1984,0.5
760,1632,1.0
99,1640,0.5
622,1958,0.5
910,1470,1.0
709,1008,1.0
36,2005,0.5
679,1971,0.5
214,2306,1.0
33,1858,1.0
774,1428,0.5
667,1647,1.0
527,1532,1.0
15,184,1.0
74,2432,0.5
159,1911,1.0
688,2201,1.0
207,2183,1.0
533,1289,0.5
377,1003,1.0
106,245,1.0
38,1931,1.0
995,2724,0.5
700,1671,1.0
606,1120,0.5
437,1966,0.5
957,2783,1.0
164,2502,1.0
944,1117,1.0
199,827,0.5
331,840,1.0
485,732,1.0
503,522,1.0
743,2623,0.5
896,2250,1.0
84,1049,0.5
56,2421,1.0
522,1035,1.0
553,2043,1.0
676,1217,1.0
412,128,0.5
306,2703,0.5
1002,1607,1.0
100,329,1.0
105,2416,1.0
327,685,0.5
826,2549,1.0
260,733,0.5
26,2635,0.5
554,5,1.0
824,1308,1.0
507,2353,1.0
957,2778,0.5
566,2440,1.0
360,2293,1.0
517,2394,1.0
81,614,1.0
394,2628,0.5
9,189,1.0
64,2802,1.0
177,1572,1.0
184,970,1.0
326,1950,1.0
387,452,1.0
813,1129,1.0
970,2486,0.5
573,895,1.0
133,1922,0.5
469,2411,0.5
85,1219,1.0
985,1852,1.0
887,2802,1.0
393,249,1.0
923,1079,1.0
280,542,0.5
786,2350,1.0
920,1714,0.5
744,167,1.0
748,2262,1.0
895,966,1.0
625,2103,1.0
822,2437,1.0
709,1064,1.0
268,22,0.5
279,377,1.0
360,994,1.0
331,1567,1.0
135,1407,1.0
164,2793,1.0
329,1494,1.0
800,1910,0.5
48,1842,0.5
492,726,1.0
298,939,0.5
930,1823,1.0
883,2246,0.5
263,536,0.5
22,790,0.5
341,2210,1.0
670,2100,1.0
489,320,1.0
904,1627,1.0
806,1909,1.0
78,2094,1.0
209,1556,1.0
706,971,0.5
687,1769,0.5
39,2731,0.5
496,2776,1.0
952,2706,1.0
300,2045,0.5
8,807,0.5
275,908,1.0
813,1747,1.0
177,2490,1.0
171,1707,0.5
266,1883,1.0
350,2198,1.0
808,2597,0.5
538,2766,0.5
60,252,0.5
144,265,0.5
798,1137,1.0
482,2158,1.0
192,253,1.0
473,413,1.0
815,2554,0.5
830,2605,1.0
504,353,1.0
820,474,0.5
785,535,0.5
219,1794,1.0
256,1503,0.5
640,634,0.5
851,202,0.5
541,1401,0.5
857,1382,0.5
217,1749,1.0
910,2597,0.5
656,1943,1.0
785,662,0.5
500,2268,1.0
512,1889,1.0
781,447,1.0
873,2329,1.0
245,2773,1.0
952,650,1.0
595,541,1.0
83,1773,1.0
391,445,0.5
712,1810,1.0
300,1365,0.5
504,2209,1.0
937,2726,1.0
426,1335,0.5
916,290,1.0
973,920,1.0
839,880,1.0
152,1646,1.0
372,973,1.0
834,682,0.5
117,814,0.5
795,2117,0.5
571,680,1.0
118,1719,0.5
45,2135,1.0
422,1465,0.5
931,2524,1.0
528,2144,1.0
585,1867,1.0
862,776,1.0
51,2577,1.0
933,381,0.5
1006,216,1.0
358,1582,0.5
130,2116,0.5
221,653,0.5
32,691,1.0
778,2076,1.0
33,1908,0.5
46,1612,1.0
130,1034,0.5
338,371,0.5
303,511,1.0
301,1899,1.0
622,610,0.5
990,1381,1.0
160,2257,1.0
410,2716,0.5
455,617,0.5
614,2611,1.0
473,57,1.0
812,1636,0.5
0,962,1.0
455,2040,1.0
605,986,1.0
327,1097,0.5
626,2601,0.5
689,1205,0.5
163,2611,1.0
